,제목,작가,장르,줄거리,url,썸네일,플랫폼,키워드
870,밀크티,러키 린,"#로맨스
","어느날 밤, 이상한 꽃에 둘러싸인 남자아이를 보고 기절했던 하영! 아침에 일어나자 왠 반지가 손가락에서 빠지질 않는다? 꿈속에서 보았던 남자아이는 요정으로 하영의 행복을 찾아줄 때까지 언제나 함께하는 계약을 맺은 상태, 과연 요정은 하영이에게 행복을 찾아줄 수 있을까?
*매주 목요일 연재 됩니다.
",https://www.lezhin.com/ko/comic/milk_tea_fairy,https://ccdn.lezhin.com/v2/comics/5897539302457344/images/tall.jpg?updated=1535700146238&width=840,레진코믹스,"['계약', '기절', '꿈속', '로맨스', '반지']"
871,두근두근 아따끄,센디스,"#로맨스
","운동신경을 타고난 주인공 신아영, 펜싱 감독의 눈에 들어 우연히 방문하게 된 펜싱 클럽, 그곳에서 자신의 이상형인 남주 '이새벽""을 보고 첫 눈에 반하게 되고, 순전히 남자 때문에 얼떨결에 펜싱 클럽 회원으로 가입하게 된다. 하지만, 클럽 내 이미 ‘남주’를 차지하려는 강력한 경쟁자가 존재하고 있고, 그녀에게 괴롭힘을 당하게 된다. 츤데레 스타일의 '이새벽'은 적극적이고 쾌활한 성격의 주인공으로 인해 닫혀 있던 마음이 조금씩 열리게 되고, 어느날 특별한 사건으로 통해 두 사람은 서로의 마음을 확인하게 되고, 연인으로 발전하게 된다. 동시에, 신아영은 자신의 뛰어난 운동신경으로 펜싱의 강자로 성장하게 된다.
두 주인공은 마력사의 통합 조직인 천도회에 가입하여 요괴와의 본격적인 사투를 벌이게 되는데!
",https://www.lezhin.com/ko/comic/attaque,https://ccdn.lezhin.com/v2/comics/5441967249293312/images/tall.jpg?updated=1582886986220&width=840,레진코믹스,"['주인공', '새벽', '가입', '클럽', '펜싱']"
872,당신을 좀 더 찍고 싶어 -요코하마 미나와 미라이의 눈물-,카시와야 콧코,"#로맨스
","내가 사는 요코하마는 필름 카메라로 찍어야 제맛. 일도 취미도 사진을 찍는 것. 사진 바보라고 불려도 별 도리가 없다. 그런 유이가 스캔들 사진을 찍었다고 착각당해 만난 것은 잘나 보이는 미남, 세이시. 처음엔 연극이었지만, 진심으로 좋아하게 된 당신은 대체 누구? 당신의 전부를 찍게 해줘.
",https://www.lezhin.com/ko/comic/in_my_lens,https://ccdn.lezhin.com/v2/comics/4697695793053696/images/tall.jpg?updated=1582598188226&width=840,레진코믹스,"['사진', '도리', '로맨스', '일도', '취미']"
873,그 목소리를 독점!-동인녀가 인기 있어도 되나요?-,논다 노다,"#로맨스
","누구에게도 안 줄 거야, 유메' 어느 날, 부녀자 유메의 앞에 하늘에서 떨어진 것은 미남 양키인 타이요. 눈매 더럽고 금발인 데다 무섭고…이제 도망치고 싶어! 라고 생각했는데 놀랍게도 그는 멋진 목소리의 소유자! 그것도 반 친구인 남자애랑 투닥거리는데!? 그런 목소리로 신음소리라도 낸다면…이라고 생각하며 하아하아 망상을 펼치고 있었더니 발이 미끄러져서…타이요의 얼굴 위에 올라타고….아, 잠깐, 안 돼, 그런 곳에서 중얼거리면 난…!
",https://www.lezhin.com/ko/comic/otakugirls_love,https://ccdn.lezhin.com/v2/comics/6057033063464960/images/tall.jpg?updated=1577765917790&width=840,레진코믹스,"['거리', '목소리', '소유자', '신음', '얼굴']"
874,선생님은 나의 것,"미이, 치카","#로맨스
","""쿄우가 다니는 남학교에 신임 양호 선생님 나츠가 부임했다.
천진난만하고 귀여운 나츠에게 첫눈에 반한 쿄우는 인기남으로 살아왔던 그동안의 인생과 방탕했던 연애 스타일을 버리고 진심의 사랑에 눈을 뜨게 된다.
「선생님과 학생」 그 위험한 관계의 행방은…?!
용서받을 수 없다는 걸 알지만 멈출 수 없어!
금단의 사랑을 그린 인기 모바일 소설을 코믹화!""
",https://www.lezhin.com/ko/comic/teachermine,https://ccdn.lezhin.com/v2/comics/4934763280859136/images/tall.jpg?updated=1610943363312&width=840,레진코믹스,"['사랑', '선생님', '나츠', '그린', '금단']"
875,너의 죄를 달콤하게 녹이고,유키 아오하루,"#로맨스
","어렸을 때 일본계 영국인인 부모님을 잃고 양부모님 밑에서 자란 리호.
트라우마 치료 때문에 꾸준히 만났던 일본인 선생님의 소개로
리호는 일본에 들어와 료지라는 남자와 함께 살며 고등학교에 다니게 된다.
그 아름다운 얼굴과 무뚝뚝하지만 언제나 다정히 대해주는 모습에
리호는 자신도 모르게 료지에게 끌리지만,
그에게는 이미 약혼자가 있다는 사실을 알게 되고….
이 사랑은 정말 이뤄질 수 없는 걸까?
세 남녀의 얽히고설킨 애정과 증오, 시기의 끝은 과연…?!
",https://www.lezhin.com/ko/comic/soften_your_sin,https://ccdn.lezhin.com/v2/comics/5756554420813824/images/tall.jpg?updated=1516179766882&width=840,레진코믹스,"['리호', '일본인', '지라', '치료', '로맨스']"
876,늑대 공작의 구혼,아유무라 유키,"#로맨스
","소극적이고 다소곳한 수녀 니나. 
부탁을 거절할 줄 모르는 니나는 마을 사람들의 부탁으로 깊은 산속의 '마물'이라 불리는 공작, 
에드거에게 제물로 바쳐지게 된다! 
그런데 공작의 저택에서 실제로 만나 본 에드거는 소문과는 달리 기품이 넘치고 아름다운 귀공자였다. 
에드거의 하녀로 고용된 니나는 갈팡질팡하면서도 점점 저택 생활에 적응해 간다. 
그러던 어느 날, 니나는 에드거에게 ""결혼해달라""는 말을 듣게 되고…?! 
",https://www.lezhin.com/ko/comic/duke_wolf,https://ccdn.lezhin.com/v2/comics/6365165298909184/images/tall.jpg?updated=1610009757137&width=840,레진코믹스,"['드거', '공작', '저택', '거절', '극적']"
877,플뢰르,나가토 카요,"#로맨스
","파르므 왕국, 작은 향신료 가게의 주인인 휘나는 아직 서투른 게 많은 향료사.
돌아가신 아버지처럼 훌륭한 향료사가 되는 것이 꿈이지만 가게의 평판은 점점 떨어지기만 하는데….
그러던 어느 날 제1 왕자 폴란트가 갑자기 휘나의 가게에 찾아온다.
마음의 꽃을 피우는 프레이그런스 로맨스♪
",https://www.lezhin.com/ko/comic/plaen,https://ccdn.lezhin.com/v2/comics/6593583416606720/images/tall.jpg?updated=1483184524208&width=840,레진코믹스,"['로맨스', '평판', '사가', '아버지', '왕국']"
878,별과 달의 사랑,panda Q,"#로맨스
","""터키로 떠난 가족여행, 알고 보니 맞선여행?!""
선 보라는 말을 귓등으로만 들었더니, 멋대로 커플매칭 행사에 참석해 예비 사돈댁을 만들어버린 부모님들. 두 가족이 의기투합한 걸로도 모자라, 자.연.스.러.운. 둘의 만남을 위해 몰래 패키지 여행까지 신청한 극성 어머니들.
아무것도 모르고 가족여행에 참석한 은성과 소월은 공항에서 생긴 사건으로 강력한 첫인상을 서로에게 심어주게 되고… 여행 내내, 두 사람을 이어주기 위한 어머니들의 은근한 눈치싸움이 이어지는 가운데, 같은 팀 여행객들도 커플로 오해하는 느낌적인 느낌?!
과연, 이 여행은 해피엔딩으로 끝날 수 있을까?
",https://www.lezhin.com/ko/comic/love_of_star_moon,https://ccdn.lezhin.com/v2/comics/6148042029400064/images/tall.jpg?updated=1647827526252&width=840,레진코믹스,"['가족', '극성', '매칭', '로맨스', '맞선']"
879,너와 사는 그집,"이진하, 진종경","#로맨스
","사계절 셰어하우스에서 펼쳐지는 두근두근 이중계약 로맨스  
사계절 셰어하우스의 주인집 딸이자 백수인 구하나. 
어느 날 부모님은 하나에게 1년간 셰어하우스 관리를 맡기고 해외여행을 떠나버렸다.
매달 들어올 월세를 어떻게 사용할지 행복에 잠긴 것도 잠시…
부모님이 셰어하우스 사람들의 월세를 미리 받아 여행을 떠나버렸단다. 
하나는 부모님이 쓰던 방을 월세로 내놓기로 결심하고 새로운 입주자를 맞이한다.
그런데… 입주자가 왜 두 명이지?!!
한 명은 분명 하나가 직접 계약한 사람인데… 다른 한 사람은 누구…?
",https://www.lezhin.com/ko/comic/the_house,https://ccdn.lezhin.com/v2/comics/5440280066064384/images/tall.jpg?updated=1584347504225&width=840,레진코믹스,"['부모님', '셰어', '하우스', '계약', '관리']"
880,몰락 왕자의 달콤한 키스,사자나미 라이카,"#로맨스
","""어젯밤 키스를 한 이후로 너에 대한 생각이 머릿속에서 떠나질 않아….""
꽃미남 후계자한테 이런 말을 들어도 기쁘지 않단 말이야!!
성적은 언제나 상위권에 얼굴까지 예뻐 항상 주위에 친구가 끊이지 않는 아이나.
그러나 아이나는 어렸을 때부터 겪어본 빈곤함이 트라우마가 되어 돈에 대한 집착이 강해져,
돈 많은 남자를 잡아 엄청난 신데렐라가 되는 것이 꿈이 되었다.
그 때문에 아이나가 바라는 엄청난 부자는커녕 연애 경험 자체가 제로인 상황.
그런 아이나의 앞에 나타난 사람은 전학생 코우였다.
잘생기고 성격 좋고 게다가 재벌 그룹의 후계자라는 소문까지!
하지만 그의 호화로운 집은 압류되었고 빚까지 안고 있다고 하는데….
팔자를 고치다니, 오히려 말도 안 되게 가난뱅이잖아…!
그런데도 역시나 신경이 쓰이는 건 어째서일까─?!
",https://www.lezhin.com/ko/comic/prince_kiss,https://ccdn.lezhin.com/v2/comics/4544458155753472/images/tall.jpg?updated=1518506215365&width=840,레진코믹스,"['후계', '로맨스', '머릿속', '신데렐라', '어젯밤']"
881,붉은 도깨비와 러브송을,후지와라 리카,"#로맨스
","「아이돌 따윈 질색이야!」 
부모님을 도우려고 아르바이트를 하는 여고생 마츠바 모모는 아이돌처럼 가벼워 보이는 사람을 끔찍이 싫어한다…. 
그랬던 모모가 도시락 배달 아르바이트를 하던 중, 슈퍼 아이돌 ""MISTY""의 인기 No. 1 센터 잇시키 코우=시키의 비밀을 알아버리고 만다! 
비밀을 들켜버린 시키는 모모를 자신의 전속 매니저로! 
건방진 아이돌에게 휘둘리기만 하면서도 가끔 보여주는 미소에 두근거림이 멈추질 않는데…?! 
LOVE is LIVE?! 톱 아이돌과 가난한 소녀의 비밀 도깨비 러브♥ 
",https://www.lezhin.com/ko/comic/red_goblin_lovesong,https://ccdn.lezhin.com/v2/comics/5846137962758144/images/tall.jpg?updated=1478152426478&width=840,레진코믹스,"['비밀', '로맨스', '질색', '기만', '가끔']"
882,내 양호실에 잘 왔어,시로바 코토코,"#로맨스
","언니 같은 꽃미남 선생님과 울보 여고생의
금단의 양호실 사라아아아아아아앙!!
아름다운 하늘. 
이 사소한 사실에도 눈물이 나오는, 감수성이 예민한 여고생 미우.
어느 날 교사 한구석에서 울던 미우를 양호 선생님 유게가 발견하고 위로해준다.
잘생기고 친절해 학생들에게 인기만점인 유게 선생님.
하지만 말투와 행동거지가 어째 심상치 않은데!
그래도 점점 선생님에게 끌리는 미우.
학생인데, 여자인데──내가 그의 연애대상이 될 수 있을까?
양호실에서 펼쳐지는 교사와 학생의 임모럴 벗 퓨어 러브 스토리♥
",https://www.lezhin.com/ko/comic/mynurseroom,https://ccdn.lezhin.com/v2/comics/6517142613131264/images/tall.jpg?updated=1554783484586&width=840,레진코믹스,"['선생님', '교사', '호실', '감수성', '금단']"
883,복면 노이즈,후쿠야마 료코,"#로맨스
","우린 진짜 마음을 감추고 있어.
노래하는 걸 너무나도 좋아하는 니노는
어린 시절 두 번의 이별을 경험한다.
한 번은 첫사랑 모모, 다른 하나는 작곡을 하는 소년 유즈.
'언젠가 니노의 노랫소리를 찾아낼 거야….'라는
두 사람과의 약속을 믿고 계속 노래해 온 니노.
고등학생이 되어 감출 수밖에 없는 일방통행의 사랑과
음악에 농락당하는 그들의 마음은…?!
",https://www.lezhin.com/ko/comic/mask_noise,https://ccdn.lezhin.com/v2/comics/5542290918604800/images/tall.jpg?updated=1540522802610&width=840,레진코믹스,"['마음', '노래', '고등학생', '노랫소리', '번은']"
884,독신 하즈키 씨와,카자마 아야미,"#로맨스
","25년간 연애와는 인연이 없었던 하즈키 씨.
동생의 추천으로 억지로 연애를 시작하는 상황에?!
카자마 아야미가 그리는 어른의 첫사랑.
두렵고 설레는 처음 이야기. 개막합니다.
",https://www.lezhin.com/ko/comic/with_hazuki,https://ccdn.lezhin.com/v2/comics/6090738375065600/images/tall.jpg?updated=1466581252799&width=840,레진코믹스,"['개막', '동생', '미가', '시작', '억지로']"
885,눈부시게 찬란하게,목목예,"#로맨스
","고등학생인 한지아, 한윤이 그리고 그들의 엄마 세 모녀는 낡고 좁은 주택에 아웅 다웅 살아가고 있었다. 동생 윤이는 밝고 활발하지만 언니 한지아는 오로지 그림만 그리기 좋아하는 내성적인 성격이다.
어느 날 윤이는 TV에서 <체인지 하우스>라는 프로그램을 보게 된다. <체인지 하우스>는 낡은 집들을 청년 인테리어 동호회에 의뢰하여 집을 리모델링 해주는 프로그램이다. 윤이는 엄마에게 낡은 집을 리 모델링 하자고 제안하지만, 그들이 가진 돈은 턱없이 부족했다.
결국 세 모녀 집의 리모델링은 초보지만 독특한 디자인으로 매니아를 형성하고 있는 ‘레인보우 작업실’에 넘어가게 되는데… 
리모델링이 되는동안 머물 곳이 없던 지아와 윤이는 레인보우 작업실에서 4명의 디자이너들과 동거 생활을 하게 된다. 그 사건을 계기로 지아는 자신의 재능을 발견하게 되고 디자이너의 꿈을 찾게 되는데…
그리고 리더 유지호과 한지아는 서로 도와가며 묘한 감정을 느낀다.
청춘 남녀들의 꿈, 그리고 사랑의 이야기가 담긴 마음이 따뜻해 지는 만화.
",https://www.lezhin.com/ko/comic/happy_house,https://ccdn.lezhin.com/v2/comics/6629080168660992/images/tall.jpg?updated=1516240472967&width=840,레진코믹스,"['지아', '모델링', '디자이너', '모녀', '한지']"
886,순혈+그이,쇼우토 아야,"#로맨스
","너는 나만의 「예속」 
성 아가타 학원에 다니던 카나가 먼 옛날 헤어졌던
 소꿉친구 아키의 모습을 혼잡한 거리 틈 사이로 발견했을 때,
운명의 수레바퀴가 움직이기 시작했다. 
모든 감각을 매료시키는 스타일리시 뱀파이어 스토리!!
ⓒAya Shouoto/Kodansha Ltd.
",https://www.lezhin.com/ko/comic/long_time_no_see_vampire,https://ccdn.lezhin.com/v2/comics/5132317766713344/images/tall.jpg?updated=1507690865539&width=840,레진코믹스,"['카나', '발견', '수레바퀴', '시작', '예속']"
887,누드를 입은 유성,아라이 미호코,"#로맨스
","인기작 「키스보다 맛있어!」의 아라이 미호코 신작!!
미의 여신 비너스라 불리는 코토하, 하지만 그녀의 몸에 숨겨진 비밀이…?
과거에 겪은 어떤 일로 인해 겁이 많은 미소녀 코토하.
아무리 아름답고 인기가 많아 여신이라는 별명이 붙었으면서도 코토하에게는 말하고 싶지 않은 비밀이 있기 때문에 항상 연애에서는 한 발짝 물러서 있다.
그러던 어느 날, 때 아닌 시기에 세이라는 남학생이 같은 반에 전학을 온다. 
무뚝뚝하고 말 수가 없는 그가 처음에는 접하기 어려웠지만
세이가 여자와 가까이 지내려 하지 않는 것을 안 코토하는…. 
우울한 추억을 지닌 미소녀와 정체불명의 전학생의 미스테리어스 러브 스토리.
각자의 과거에 숨겨진 진실이, 
사랑이 찾아오는 과정에서 천천히 그 모습을 드러낸다!
",https://www.lezhin.com/ko/comic/nude_falling_star,https://ccdn.lezhin.com/v2/comics/5231345934794752/images/tall.jpg?updated=1516240434365&width=840,레진코믹스,"['과거', '미소녀', '세이', '가까이', '과정']"
888,"자, 연애할 시간입니다!",우에스기 카나코,"#로맨스
","화제 만발! 도도한 철벽 남자를 무너뜨리는 여자들의 짜릿한 로맨틱 코미디!
금융청의 캐리어 관료 사카모리 하지메.
순조롭게 출세 가도를 밟아가며 28세의 나이에 과장 보좌라는 위치까지 오른 그에게는
한가지 거북한 것이 있었다. 그것은 바로 여자!
어느 날 여성 패션 잡지의 취재로 오가와 미즈키라는 여자를 만나게 되고,
우연히도 같은 아파트에 살고 있다는 것을 알게 된 후 하지메는 그녀에게
연애 스킬을 전수받게 되는데…?!
",https://www.lezhin.com/ko/comic/jalovingtime,https://ccdn.lezhin.com/v2/comics/6439494198231040/images/tall.jpg?updated=1555033621494&width=840,레진코믹스,"['관료', '금융', '도도', '로맨틱', '만발']"
889,남자 가정부를 원해?,요츠하라 후리코,"#로맨스
","""목욕부터 하시겠어요? 식사부터 하시겠어요? 아님…..."" 약속된 말들을 하고있는 이 남자는 새로 들인 ""가정부""! 아릿다운 20살 소녀의 집에 사내라니! 게다가 나이 많은 아저씨! 열심히 일하는 샐러리우먼 메이와 ""엄마""다운 남자 가정부 나기사  두 사람의 불꽃 튀는 사랑 이야기☆ 
",https://www.lezhin.com/ko/comic/man_maid,https://ccdn.lezhin.com/v2/comics/4673515952013312/images/tall.jpg?updated=1568792143890&width=840,레진코믹스,"['로맨스', '목욕', '남자', '다운', '사내']"
890,스위트♥허니(Sweet♥Honey),"마유, 츠키모토 아스카","#로맨스
","평범한 여학생 타카노 유리는 연예인들이 많기로 유명한 고등학교의 2학년생.
지극히 평범하고 평화로웠던 유리의 일상은 어느 날
인기 절정의 꽃미남 연예인 와타세 리쿠가 전학 오게 된 뒤로 순식간에 변한다.
「…너, 오늘부터 내 매니저 해라」
""건방진"" 리쿠의 발언에 유리는 고등학생이라는 신분으로 그의 매니저를 맡게 되는데…?!
",https://www.lezhin.com/ko/comic/sweet_honey,https://ccdn.lezhin.com/v2/comics/6585549995638784/images/tall.jpg?updated=1470124430541&width=840,레진코믹스,"['유리', '리쿠', '고등학교', '순식간', '일상']"
891,마이 트레저(My Treasure),"코코아, 무츠키 란","#로맨스
","명문 야츠가시로 학원에 입학한 루나미 히메.
평범한 학교생활을 꿈꿨던 그녀는 어느 날 갑자기 학생회 임원으로 지명을 당했다.
게다가 그 원인 제공자는 모두가 부러워하는 꽃미남 학생회장 나나오 하루카!
「이중인격」에 「양의 탈을 쓴 늑대」이자 「악마」같은 하루카의 괴롭힙 때문에 히메의 일상은 뒤죽박죽이 되는데…!!
",https://www.lezhin.com/ko/comic/my_treasure,https://ccdn.lezhin.com/v2/comics/5624779233296384/images/tall.jpg?updated=1470124376734&width=840,레진코믹스,"['임원', '갑자기', '나미', '로맨스', '명문']"
892,군청 리플렉션,사카이 마유,"#로맨스
","후나코시 고등학교의 예능과 1학년 신입생인 코하루. 동경하는 사람을 따라 예능계에 뛰어들었지만, 아직은 작은 배역만 맡고 있다. 
하지만 같은 반에는 인기 배우나 패션잡지 모델로 익숙한 얼굴들이 한가득! 
그런 가운데 완전 무명인 코하루는 신입생 환영회 연극의 주연에 뽑히게 되는데?!  GUNJO REFLECTION © 2017 Mayu Sakai/SHUEISHA Inc.
",https://www.lezhin.com/ko/comic/reflection,https://ccdn.lezhin.com/v2/comics/4851110211813376/images/tall.jpg?updated=1608087164436&width=840,레진코믹스,"['신입생', '하루', '연극', '가운데', '무명인']"
893,천면남친 [BL주의],MEOW,"#BL#로맨스
","노을은 부유한 집안에서 자란 착하고 순수한 여성이다.
그녀에겐 3년간 교제한 남자친구 류준희가 있다.
어느 날, 남친의 과거에 대한 놀라운 사실을 알게 되는데,
그가 바로 BL영화의 레전드 남주였던 것!
류준희는 상대가 남자든 여자든 가리지 않는다.
그의 바람끼로 인해 상처를 받은 노을은 LA로 떠나버리고,
류준희는 자신에게 감정결핍이라는 장애가 있는 것을 알게 된다.
그는 자신을 떠난 노을의 마음을 돌리기 위해 새로운 길을 선택하게 되는데....
",https://www.lezhin.com/ko/comic/many_face_boyfriend,https://ccdn.lezhin.com/v2/comics/5736332102008832/images/tall.jpg?updated=1619166482547&width=840,레진코믹스,"['노을', '결핍', '바람', '상처', '감정']"
894,첫사랑 더블 에지,오다와라 미즈에,"#로맨스
","「다이쇼 로맨티카」 오다와라 미즈에의 사랑스런 신작! 남자는 늑대! 여자는 하나같이 한끼 식사밖에 안 되는 운명. 하지만 어차피 꿀꺽될 거라면 멋있는 늑대한테 당하고 싶은 게 인지상정! ……이 지론인 여고생 요우. 그런 요우 앞에 완벽한 이상형, 꽃미남 사회인 기타리스트 토노다가 나타난다. 요우는 그를 만나자마자 바로 사랑에 빠져버리는데…?! 멋쟁이 기타리스트와 남성공포증 여고생의 알콩달콩 부러움 백배 연애 이야기!
",https://www.lezhin.com/ko/comic/doubleedge,https://ccdn.lezhin.com/v2/comics/945/images/tall.jpg?updated=1546570802636&width=840,레진코믹스,"['리스트', '남자', '미남', '어차피', '로맨스']"
895,닥터 퀸,"ingi(REDICE STUDIO), 이지환","#로맨스#의사#걸크러쉬#병원#소설원작
","“여기 여자가 어디에 있나요? 저는 제 3의 성이에요, 의사!”
남자의사들의 전유물이라는 가야병원, 특히 정형외과. 그곳이 바로 유일한 여자 정형외과 의사 윤지수가 살아가는 정글
가야 의대가 아닌 지방의대 출신, 여자 그리고 어린 나이,
가혹한 삼중고에 시달리면서도 오직 환자들에 대한 헌신으로 매시간 쫓기듯 살아가는 열혈의사 윤지수가
인생을 즐기면서 살줄 아는 외유내강의 진짜 남자 유강을 만나서 행복을 찾아가는 이야기
",https://www.lezhin.com/ko/comic/dr_queen,https://ccdn.lezhin.com/v2/comics/6035598480048128/images/tall.jpg?updated=1619059699864&width=840,레진코믹스,"['의사', '병원', '남자', '내강', '외유']"
896,예스! 마이 퀸,"이라관, SID","#로맨스
","윌리엄 성에 위치한 최고 시설을 자랑하는 귀족학교는 세계의 많은 부호들과 명문가 정계인들의 출신학교로 유명하다. 이곳에선 라이트와 다크, 두 왕자가 통치를 하고 있었으나, 어느 날 미키라는 여학생이 전학을 와 라이트와 다크 두 왕자와 사사건건 부딪치게 되는데… 미키가 이 학교에 전학 온 이유는? 그리고 미키와 두 왕자와의 학교생활은 어떻게 될 것인가? 
",https://www.lezhin.com/ko/comic/yes_my_queen,https://ccdn.lezhin.com/v2/comics/5686637243793408/images/tall.jpg?updated=1544157937232&width=840,레진코믹스,"['학교', '세계', '귀족', '명문', '윌리엄']"
897,무적 왕자와 달콤 소녀,야나기야 마로,"#로맨스
","""어떻게 책임질 거야?""
평범한 여고생 히요리가 다니는 학교에는 학교의 아이돌 적 존재
통칭 'ASH'로 물리는 3인방이 있다.
리더적 존재인 아이바 쿄이치, 쿨한 센고쿠 하야토, 명랑하고 밝은 하나모토 케이가 바로 그들.
잘생기고 스포츠 만능에 여자들이 동경하는 왕자님들로 히요리 또한 동경하고 있었지만,
우연한 계기로 아이바 선배의 굉장한 S 기질을 알게 되는데……!!
",https://www.lezhin.com/ko/comic/ash_and_girl,https://ccdn.lezhin.com/v2/comics/6066613540618240/images/tall.jpg?updated=1519295866998&width=840,레진코믹스,"['존재', '요리', '계기', '고쿠', '동경']"
898,철벽선생,코다 모모코,"#로맨스
","고백 7연패 중인 사마루 아유하가 만난 사람은 초특급 꽃미남이지만 엄청나게 폭군인 배배 꼬인 교사! 하지만 (아주 미묘하게) 상냥한 구석도 있어서 아유하의 마음은 부쩍부쩍 연애모드로 돌입! 난공불락의 히로미츠 선생님을 상대로 아유하의 사랑은 이뤄질 수 있을까?
",https://www.lezhin.com/ko/comic/ironwall_teacher,https://ccdn.lezhin.com/v2/comics/5852137119416320/images/tall.jpg?updated=1568768417958&width=840,레진코믹스,"['고백', '교사', '구석', '군인', '난공']"
899,나는 인어로소이다,산타,"#로맨스
","복수를 위해 주술사와의 계약으로 인간의 다리를 갖게 된 인어, 설연. 
하지만 매일 밤 인어로 돌아가고 마는데... 그런 그녀를 도와주는 이는 바로 조선의 왕?! 
조선시대, 인어와 왕의 로맨틱 판타지 러브 스토리!
",https://www.lezhin.com/ko/comic/mermaid_in_chosun,https://ccdn.lezhin.com/v2/comics/6113787263057920/images/tall.jpg?updated=1560337585867&width=840,레진코믹스,"['러브', '로맨스', '복수', '계약', '매일']"
900,인덴 씨와 연분 맺기,코이토 사요,"#로맨스
","평범한 대학생 미야마 쿠쿠리는 어느 날 갑자기 교토 명문가의 고집불통 도련님 인덴 오리노스케와 신기한 인연으로 연분을 맺게 된다. 
그러나 인덴에겐 크나큰 결함이 있었다. 
그것은 결혼이나 연애를 ""일""이라고밖엔 생각 안 한다는 것…. 
그런 인덴에게 휘둘리기만 하는 쿠쿠리. 
하지만 결혼을 약속하고 함께 지내는 동안 인덴이 남의 마음을 모르는 게 아니라 너무 고지식해서 사람을 대하는 방식이 서툴 뿐이라는 걸 깨닫게 되는데…. 
순수한 어른들의 첫사랑 러브 코미디♥ 
",https://www.lezhin.com/ko/comic/indensan,https://ccdn.lezhin.com/v2/comics/6409334885187584/images/tall.jpg?updated=1476437531596&width=840,레진코믹스,"['쿠쿠', '대학생', '로맨스', '명문', '불통']"
901,CUTE ♡ 여왕 히미코 [베리즈],쿠루이 카즈로,"#로맨스
","가난한 대학생 타케히코는 일확천금을 노리며 보물이 잠들어 있다는 고분을 파헤친다. 그러나 그의 앞에 나타난 것은 보물이 아니라 자신을 야마타이국(國)의 여왕 히미코라고 칭하는 소녀였다!!
과거로 돌아갈 방법을 잃고 당황해하는 히미코지만, 그녀가 가진 금도장에 눈이 먼 타케히코는 더 많은 보물을 노리고 히미코와 함께 행동하게 된다!
가련한 무녀들이 펼치는 보물을 둘러싼 조금은 야하고 소란스러운 러브 코미디!!
",https://www.lezhin.com/ko/comic/cute_queen,https://ccdn.lezhin.com/v2/comics/5524387549937664/images/tall.jpg?updated=1619601672133&width=840,레진코믹스,"['보물', '타케', '노리', '당황', '타이']"
902,오빠보다 좋아하는 사람,야마구치 메구미,"#로맨스
","""난 하루나랑 둘이 있는 게 좋아""
머리가 좋고 멋있고 상냥하기까지 한 오빠 아츠토를 아주
좋아하는 하루나는 올해부터 아츠토와 같은 고등학교에 
입학하게 된다. 소꿉친구인 코타로와 아카네도 같은 반이 
되어 네 명이 함께하는 즐거운 고교 생활의 시작인 줄 알았
건만 고등학생이 된 이상 봐주지 않을 거라는 말을 하며
코타로가 갑작스럽게 키스를 해오는데...
순수함이 묻어 있는 소년소녀 러브 스토리!!
",https://www.lezhin.com/ko/comic/betterguy,https://ccdn.lezhin.com/v2/comics/5159488444694528/images/tall.jpg?updated=1464937901524&width=840,레진코믹스,"['소꿉친구', '소년', '스토리', '시작', '키스']"
903,그 키스의 의미를 가르쳐줘,후지도우 하쿠루,"#로맨스
","커리어 우먼인 카나는 처음으로 사귀었던 하기와라를 잊지 못하고
6년간 아무도 사귀지도 않는 엄청난 미련의 나날만을 보내고 있다.
그러던 어느 날, 카나의 앞에 미국에서 왔다는 새로운 상사로서
하기와라가 나타났다?! 미남에 유능하기까지. 
어딘가 미스터리하지만 근사하게 웃는 모습은 옛날 그대로다.
마주칠수록 하기와라를 향한 카나의 마음은 점점 깊어져 가고…
그러나 처음 보는 사람처럼 구는 하기와라에게 
카나는 좀처럼 말을 걸 수가 없다.
그러던 어느 날, 엘리베이터에 갇혀버린 두 사람.
정신을 차리자 자연스럽게 맞잡고 있는 서로의 손.
그리고 ""미안, 나 여유가 없어""라며 다가오는 하기와라와
숨조차 쉬기 힘든 격렬한 키스를―!?
",https://www.lezhin.com/ko/comic/kiss_me_darling,https://ccdn.lezhin.com/v2/comics/6169072702324736/images/tall.jpg?updated=1516181406347&width=840,레진코믹스,"['카나', '처음', '나날', '로맨스', '미련']"
904,우리는 공부를 못해,츠츠이 타이시,"#로맨스
","찢어지게 가난한 집안 환경과 동생들을 위해 전액 무료 VIP 대학 추천을 노리는 고교 3학년 유이가 나리유키. 내 공부도 하기 바쁜 판에 본의 아니게 천재 미소녀 후미노와 리즈의 교육을 맡게 된다. 완전무결해 보이는 두 사람이지만 사실 의외의 고민을 안고 있었는데…?! BOKUTACHI WA BENKYOU GA DEKINAI © 2017 by Taishi Tsutsui/SHUEISHA Inc.
",https://www.lezhin.com/ko/comic/cant_study,https://ccdn.lezhin.com/v2/comics/5208487367868416/images/tall.jpg?updated=1578645634810&width=840,레진코믹스,"['고민', '안고', '의외', '고교', '본의']"
